timestamp_utc,region,probe_id,target,rtt_values,rtt_avg
2025-10-22 02:23:26,Brno,1000276,cesnet.cz,"[5.147255, 5.128083, 5.009274]",5.09
2025-10-22 04:23:03,Brno,25746,cesnet.cz,"[5.705443, 4.912926, 4.656901]",5.09
2025-10-21 15:38:27,Brno,1000276,cesnet.cz,"[5.205188, 4.925306, 5.124683]",5.09
2025-10-22 02:38:27,Brno,1000276,cesnet.cz,"[5.090366, 5.031402, 5.153718]",5.09
2025-10-21 09:53:28,Brno,1000276,cesnet.cz,"[5.103727, 5.0183, 5.142041]",5.09
2025-10-21 20:08:02,Brno,25746,cesnet.cz,"[5.363473, 5.022627, 4.888622]",5.09
2025-10-21 21:08:26,Brno,1000276,cesnet.cz,"[5.06751, 5.101082, 5.111468]",5.09
2025-10-21 22:08:26,Brno,1000276,cesnet.cz,"[5.169468, 5.099847, 5.039745]",5.1
2025-10-22 01:08:26,Brno,1000276,cesnet.cz,"[5.24249, 5.032397, 5.038146]",5.1
2025-10-21 22:38:28,Brno,1000276,cesnet.cz,"[5.118747, 5.103099, 5.087138]",5.1
2025-10-21 21:53:28,Brno,1000276,cesnet.cz,"[5.134059, 5.017853, 5.166886]",5.11
2025-10-21 12:23:26,Brno,1000276,cesnet.cz,"[5.109924, 5.129206, 5.080164]",5.11
2025-10-21 20:53:26,Brno,1000276,cesnet.cz,"[5.210397, 5.062324, 5.063193]",5.11
2025-10-21 14:23:26,Brno,1000276,cesnet.cz,"[5.178484, 5.065006, 5.085915]",5.11
2025-10-21 22:53:28,Brno,1000276,cesnet.cz,"[5.087517, 5.144689, 5.10946]",5.11
2025-10-21 20:08:25,Brno,1000276,cesnet.cz,"[5.049537, 5.112345, 5.211737]",5.12
2025-10-21 09:38:28,Brno,1000276,cesnet.cz,"[5.238898, 5.030605, 5.076734]",5.12
2025-10-21 21:23:25,Brno,1000276,cesnet.cz,"[5.169966, 5.138991, 5.045046]",5.12
2025-10-21 18:53:28,Brno,1000276,cesnet.cz,"[5.202924, 5.002649, 5.142616]",5.12
2025-10-21 17:38:25,Brno,1000276,cesnet.cz,"[5.199737, 5.119516, 5.047558]",5.12
2025-10-22 00:08:26,Brno,1000276,cesnet.cz,"[5.17091, 5.178526, 5.013111]",5.12
2025-10-21 15:53:26,Brno,1000276,cesnet.cz,"[5.173641, 5.134091, 5.067145]",5.12
2025-10-21 13:08:02,Brno,25746,cesnet.cz,"[5.387733, 5.333687, 4.632656]",5.12
2025-10-21 23:23:26,Brno,1000276,cesnet.cz,"[5.226269, 5.051412, 5.088898]",5.12
2025-10-21 20:38:25,Brno,1000276,cesnet.cz,"[5.068004, 5.107169, 5.177793]",5.12
2025-10-21 11:38:27,Brno,1000276,cesnet.cz,"[5.184748, 5.125436, 5.054555]",5.12
2025-10-21 18:38:26,Brno,1000276,cesnet.cz,"[5.238969, 5.042031, 5.074979]",5.12
2025-10-21 12:08:25,Brno,1000276,cesnet.cz,"[5.212855, 5.067973, 5.078046]",5.12
2025-10-22 05:53:25,Brno,1000276,cesnet.cz,"[5.140393, 5.113091, 5.143218]",5.13
2025-10-21 09:23:27,Brno,1000276,cesnet.cz,"[5.156047, 5.083249, 5.151311]",5.13
2025-10-21 08:53:28,Brno,1000276,cesnet.cz,"[5.191614, 5.064412, 5.146459]",5.13
2025-10-21 16:23:26,Brno,1000276,cesnet.cz,"[5.173815, 5.076469, 5.145116]",5.13
2025-10-21 09:08:28,Brno,1000276,cesnet.cz,"[5.159815, 5.04565, 5.188135]",5.13
2025-10-21 12:53:26,Brno,1000276,cesnet.cz,"[5.193441, 5.088866, 5.118973]",5.13
2025-10-22 07:08:28,Brno,1000276,cesnet.cz,"[5.131821, 5.208569, 5.069793]",5.14
2025-10-22 07:38:25,Brno,1000276,cesnet.cz,"[5.206618, 5.024744, 5.192827]",5.14
2025-10-22 07:23:26,Brno,1000276,cesnet.cz,"[5.243591, 5.140304, 5.038496]",5.14
2025-10-21 18:23:27,Brno,1000276,cesnet.cz,"[5.255727, 4.995453, 5.159107]",5.14
2025-10-22 04:53:26,Brno,1000276,cesnet.cz,"[5.105627, 5.069651, 5.2371]",5.14
2025-10-21 15:08:26,Brno,1000276,cesnet.cz,"[5.188163, 5.131554, 5.113988]",5.14
2025-10-22 05:23:28,Brno,1000276,cesnet.cz,"[5.267016, 5.05595, 5.11166]",5.14
2025-10-22 01:53:28,Brno,1000276,cesnet.cz,"[5.227025, 5.209375, 4.986484]",5.14
2025-10-21 23:08:03,Brno,25746,cesnet.cz,"[4.980012, 4.821833, 5.619758]",5.14
2025-10-21 16:53:27,Brno,1000276,cesnet.cz,"[5.288248, 5.067002, 5.06189]",5.14
2025-10-22 03:53:26,Brno,1000276,cesnet.cz,"[5.240667, 5.024052, 5.161374]",5.14
2025-10-21 17:08:28,Brno,1000276,cesnet.cz,"[5.170724, 5.037096, 5.240837]",5.15
2025-10-21 23:38:25,Brno,1000276,cesnet.cz,"[5.223003, 5.102836, 5.124665]",5.15
2025-10-21 23:08:25,Brno,1000276,cesnet.cz,"[5.19162, 5.056781, 5.20111]",5.15
2025-10-22 02:53:25,Brno,1000276,cesnet.cz,"[5.195894, 5.081087, 5.178727]",5.15
2025-10-21 08:08:27,Brno,1000276,cesnet.cz,"[5.162983, 5.128586, 5.153757]",5.15
2025-10-22 05:38:04,Brno,25746,cesnet.cz,"[6.004369, 4.603797, 4.840966]",5.15
2025-10-22 04:08:28,Brno,1000276,cesnet.cz,"[5.124028, 5.141803, 5.17165]",5.15
2025-10-22 06:38:26,Brno,1000276,cesnet.cz,"[5.246102, 5.070432, 5.121632]",5.15
2025-10-22 00:38:26,Brno,1000276,cesnet.cz,"[5.176313, 5.093271, 5.175224]",5.15
2025-10-21 16:08:25,Brno,1000276,cesnet.cz,"[5.136418, 5.187578, 5.166852]",5.16
2025-10-21 13:23:28,Brno,1000276,cesnet.cz,"[5.178219, 5.220039, 5.078227]",5.16
2025-10-22 05:08:27,Brno,1000276,cesnet.cz,"[5.120345, 5.073421, 5.289134]",5.16
2025-10-21 11:08:27,Brno,1000276,cesnet.cz,"[5.210185, 5.176652, 5.086159]",5.16
2025-10-21 13:38:25,Brno,1000276,cesnet.cz,"[5.176964, 5.202413, 5.101648]",5.16
2025-10-21 15:52:58,Brno,13494,cesnet.cz,"[5.206736, 5.102986, 5.202187]",5.17
2025-10-21 20:52:56,Brno,13494,cesnet.cz,"[5.242311, 5.159001, 5.101567]",5.17
2025-10-21 19:23:27,Brno,1000276,cesnet.cz,"[5.322794, 5.127353, 5.06472]",5.17
2025-10-22 01:38:02,Brno,25746,cesnet.cz,"[5.868734, 5.100463, 4.530577]",5.17
2025-10-21 22:22:58,Brno,13494,cesnet.cz,"[5.280326, 5.082237, 5.16165]",5.17
2025-10-22 00:23:28,Brno,1000276,cesnet.cz,"[5.288041, 5.173977, 5.047767]",5.17
2025-10-21 13:07:57,Brno,13494,cesnet.cz,"[5.226886, 5.156436, 5.140681]",5.17
2025-10-21 10:38:28,Brno,1000276,cesnet.cz,"[5.285918, 5.191411, 5.046966]",5.17
2025-10-21 19:08:26,Brno,1000276,cesnet.cz,"[5.339646, 5.117161, 5.049337]",5.17
2025-10-21 22:52:57,Brno,13494,cesnet.cz,"[5.2338, 5.141371, 5.162447]",5.18
2025-10-21 18:08:25,Brno,1000276,cesnet.cz,"[5.327381, 5.07165, 5.153108]",5.18
2025-10-22 06:08:27,Brno,1000276,cesnet.cz,"[5.197543, 5.220986, 5.13546]",5.18
2025-10-21 08:38:02,Brno,25746,cesnet.cz,"[5.232753, 5.227577, 5.071982]",5.18
2025-10-22 06:53:26,Brno,1000276,cesnet.cz,"[5.257928, 5.103151, 5.174104]",5.18
2025-10-21 10:23:28,Brno,1000276,cesnet.cz,"[5.12437, 5.232028, 5.198657]",5.19
2025-10-22 05:07:58,Brno,13494,cesnet.cz,"[5.268201, 5.115156, 5.190486]",5.19
2025-10-22 00:53:27,Brno,1000276,cesnet.cz,"[5.237703, 5.172897, 5.162004]",5.19
2025-10-22 04:37:59,Brno,13494,cesnet.cz,"[5.251886, 5.157441, 5.173965]",5.19
2025-10-21 11:53:26,Brno,1000276,cesnet.cz,"[5.059968, 5.359968, 5.137646]",5.19
2025-10-21 23:38:01,Brno,25746,cesnet.cz,"[5.337722, 4.942527, 5.282297]",5.19
2025-10-22 03:22:57,Brno,13494,cesnet.cz,"[5.202096, 5.171855, 5.217036]",5.2
2025-10-21 09:52:58,Brno,13494,cesnet.cz,"[5.272821, 5.155056, 5.171126]",5.2
2025-10-21 21:08:01,Brno,25746,cesnet.cz,"[5.271512, 5.715849, 4.597842]",5.2
2025-10-22 05:38:27,Brno,1000276,cesnet.cz,"[5.163025, 5.226967, 5.202057]",5.2
2025-10-21 21:37:56,Brno,13494,cesnet.cz,"[5.236741, 5.192686, 5.195391]",5.21
2025-10-21 11:22:55,Brno,13494,cesnet.cz,"[5.295826, 5.147296, 5.198021]",5.21
2025-10-21 21:52:58,Brno,13494,cesnet.cz,"[5.2409, 5.168756, 5.212491]",5.21
2025-10-22 02:37:57,Brno,13494,cesnet.cz,"[5.277556, 5.176701, 5.168011]",5.21
2025-10-21 14:08:25,Brno,1000276,cesnet.cz,"[5.273775, 5.140251, 5.23057]",5.21
2025-10-22 07:53:27,Brno,1000276,cesnet.cz,"[5.270945, 5.196305, 5.20526]",5.22
2025-10-21 08:37:56,Brno,13494,cesnet.cz,"[5.274141, 5.141415, 5.25188]",5.22
2025-10-22 00:52:56,Brno,13494,cesnet.cz,"[5.334466, 5.146741, 5.189876]",5.22
2025-10-21 13:22:56,Brno,13494,cesnet.cz,"[5.297181, 5.11999, 5.239476]",5.22
2025-10-21 10:22:56,Brno,13494,cesnet.cz,"[5.287166, 5.201141, 5.162561]",5.22
2025-10-22 06:23:25,Brno,1000276,cesnet.cz,"[5.32974, 5.251968, 5.092108]",5.22
2025-10-21 22:07:56,Brno,13494,cesnet.cz,"[5.280386, 5.193126, 5.186096]",5.22
2025-10-22 06:22:56,Brno,13494,cesnet.cz,"[5.331921, 5.165881, 5.165591]",5.22
2025-10-22 06:37:59,Brno,13494,cesnet.cz,"[5.25638, 5.235021, 5.193686]",5.23
2025-10-22 01:07:56,Brno,13494,cesnet.cz,"[5.303996, 5.195902, 5.185921]",5.23
2025-10-21 21:07:59,Brno,13494,cesnet.cz,"[5.246471, 5.186241, 5.260146]",5.23
